96.55652,+SPEED,90
106.4035,+SPEED,135
106.6528,+SPEED,202.5
106.8666,+SPEED,303.75
115.7665,CHCOL,G
118.7777,+SPEED,455.625
119.137,+SPEED,683.4375
120.8025,CHCOL,B
122.3914,CRMODE_IN,B,SPHERE,0,0,8,3
122.8586,CRMODE_OUT,B,SPHERE,0,0,8,3
123.4622,CHCOL,G
124.6038,CRMODE_IN,G,CYLINDER,0,0,0,30,0.5
134.4765,CRMODE_OUT,G,CYLINDER,204.3456,-6.542012,0,1831.49,243.0271
141.9568,HRESET
144.1032,HRESET
147.8027,HRESET
151.2314,+SPEED,1025.156
