11.4887,+SPEED,90
11.69976,+SPEED,135
11.87788,+SPEED,202.5
12.39963,+SPEED,303.75
28.35011,CHCOL,G
30.46147,CHCOL,B
31.90551,CRMODE_IN,B,SPHERE,0,0,8,3
36.26169,CRMODE_OUT,B,SPHERE,0,0,426.4665,63.00105
41.71574,HRESET
48.87659,+SPEED,455.625
62.06538,CHCOL,Y
63.14026,CHCOL,B
63.4955,CHCOL,G
