-21.52821,10.80385,-19.05381
-21.52918,10.80498,-19.05462
-21.52129,10.78905,-19.04931
-21.49921,10.7785,-19.06254
-21.50976,10.78257,-19.05786
-21.49426,10.75187,-19.03724
-21.48281,10.72851,-19.02774
-21.47226,10.71194,-19.02364
-21.47174,10.71284,-19.02525
-21.47196,10.71374,-19.02627
-21.50415,10.84079,-19.04108
-21.83295,10.95415,-19.06979
-21.86923,10.93825,-19.08213
-21.73092,10.96157,-19.12483
-21.64438,10.92404,-19.17272
-21.54256,10.83222,-19.18466
-21.53151,10.79553,-19.09656
-21.52862,10.75861,-19.09747
-21.46886,10.70712,-19.14194
-21.44637,10.72698,-19.26575
-21.42127,10.6332,-19.29843
-21.41749,10.60547,-19.30276
-21.42384,10.6028,-19.29793
-21.42175,10.60374,-19.29894
-21.41819,10.60306,-19.30179
-21.42362,10.60055,-19.29242
-21.42545,10.59882,-19.29119
-21.42562,10.59838,-19.29055
-21.42594,10.59718,-19.29001
-21.42696,10.59599,-19.289
-21.42765,10.59552,-19.28782
-21.42805,10.59543,-19.28714
-21.42867,10.59467,-19.28734
-21.42476,10.59334,-19.29059
-21.42641,10.593,-19.2884
-21.4273,10.59321,-19.28695
-21.4269,10.594,-19.28659
-21.42694,10.59369,-19.28693
-21.42748,10.59318,-19.28666
