-20,10,-20
-20,11.38,-19.92
-20,11.38,-19.92
-20,11.38,-19.92
-21.41815,10.57742,-18.68002
-21.41796,10.57755,-18.68024
-21.41764,10.57775,-18.68038
-21.41737,10.57774,-18.68012
-21.41767,10.57739,-18.68019
-21.41779,10.57732,-18.68051
-21.41762,10.57751,-18.68007
-21.41737,10.57767,-18.68019
-21.41749,10.57738,-18.67992
-21.41777,10.57713,-18.68012
-21.41759,10.57711,-18.68029
-21.41732,10.57729,-18.68039
-21.41747,10.5773,-18.68028
-21.41757,10.57739,-18.68016
-21.41746,10.57729,-18.68028
-21.41733,10.57733,-18.68025
-21.41747,10.57743,-18.67994
-21.41746,10.57748,-18.67964
-21.41768,10.57809,-18.67967
-21.41779,10.57793,-18.67983
-21.41772,10.57794,-18.68028
-21.41776,10.57809,-18.68033
-21.41798,10.57809,-18.68038
-21.41789,10.57797,-18.68036
-21.41776,10.57809,-18.68041
-21.41763,10.57809,-18.68032
-21.41767,10.57807,-18.68037
-21.41777,10.5781,-18.67999
-21.41768,10.578,-18.6798
-21.41757,10.57773,-18.68014
-21.41757,10.57771,-18.6806
-21.41757,10.57785,-18.68069
-21.41747,10.57797,-18.6806
-21.41741,10.57789,-18.68022
-21.41769,10.57778,-18.68014
-21.41758,10.57758,-18.68027
-21.41778,10.57749,-18.6803
-21.41759,10.57772,-18.68009
-21.41819,10.57749,-18.68036
-21.41832,10.57741,-18.68064
-21.41814,10.57759,-18.68034
-21.41826,10.57776,-18.68049
-21.41814,10.57774,-18.68077
-21.41828,10.57717,-18.681
-21.41858,10.57723,-18.68102
-21.41843,10.57745,-18.68086
-21.41806,10.57752,-18.68044
-21.41821,10.57723,-18.68032
-21.41849,10.57714,-18.68035
-21.41828,10.57739,-18.68055
-21.41835,10.57726,-18.68057
-21.41847,10.57752,-18.68065
-21.41837,10.57761,-18.68064
-21.41825,10.5777,-18.68045
-21.41808,10.57773,-18.68032
-21.41824,10.57738,-18.68042
-21.41829,10.57743,-18.68031
-21.41843,10.57775,-18.68009
-21.41815,10.57835,-18.68054
-21.41812,10.57826,-18.68067
-21.41814,10.57798,-18.68073
-21.41789,10.57768,-18.68062
-21.41778,10.5775,-18.68064
-21.41772,10.57749,-18.68064
-21.41779,10.57748,-18.68052
-21.418,10.57772,-18.6804
-21.41787,10.57777,-18.6805
-21.41786,10.57799,-18.68065
-21.41796,10.57793,-18.68048
-21.41779,10.57788,-18.68045
